,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
33,,£20+,,Wine,Price Bracket,20239.859999999993,27199.01,14530.870000000004,18903.340000000004,Sartoria,January,71.79333256257706,69.5001031287536,6959.150000000005,4372.469999999999,-2.2932294338234698,34.38339000368583,30.090903022324184,-3.1942094787487783,lime,lime,Red,Wine,Purple
34,,<£6,,White Wine,Price Bracket,787.5,1245.0,629.47,1026.94,Sartoria,January,79.93269841269841,82.485140562249,457.5,397.47,2.5524421495505862,58.0952380952381,63.14359699429679,3.1932390626576117,lime,lime,lime,White,Gold
35,,£6-£10,,White Wine,Price Bracket,2888.37,3924.1499999999996,2237.2200000000003,3081.48,Sartoria,January,77.45614308416167,78.52605022743779,1035.7799999999997,844.2599999999998,1.0699071432761258,35.86036415002232,37.7370128999383,1.3813070218505392,lime,lime,lime,White,Gold
36,,£10-£15,,White Wine,Price Bracket,6224.98,8684.16,4733.009999999999,6739.790000000002,Sartoria,January,76.03253343785843,77.61015458029334,2459.1800000000003,2006.7800000000025,1.5776211424349071,39.50502652217357,42.399656877969896,2.0749290745708224,lime,lime,lime,White,Gold
37,,£15-£20,,White Wine,Price Bracket,5267.5,4134.15,3901.28,3044.0,Sartoria,January,74.06321784527765,73.63061330624193,-1133.3500000000004,-857.2800000000002,-0.43260453903572227,-21.515899383009025,-21.97432637493336,-0.5841017331159689,Red,Red,Red,White,Gold
38,,£20+,,White Wine,Price Bracket,2948.34,4308.33,2113.7499999999995,3123.7,Sartoria,January,71.69288480975735,72.50373114408599,1359.9899999999998,1009.9500000000003,0.8108463343286445,46.12731231811798,47.78001182732113,1.1309997309778905,lime,lime,lime,White,Gold
39,,<£6,,Red Wine,Price Bracket,150.0,604.1700000000001,116.91,460.03000000000003,Sartoria,January,77.94,76.14247645530232,454.1700000000001,343.12,-1.7975235446976825,302.78000000000003,293.49071935677017,-2.3062914353318997,lime,lime,Red,Red,Red
40,,£6-£10,,Red Wine,Price Bracket,3049.17,3247.49,2411.34,2646.06,Sartoria,January,79.08184850303526,81.4801585224281,198.3199999999997,234.7199999999998,2.398310019392838,6.5040650406503975,9.734006817785952,3.0326934243333827,lime,lime,lime,Red,Red
41,,£10-£15,,Red Wine,Price Bracket,9324.17,7416.67,6918.4,5723.290000000001,Sartoria,January,74.19856137329113,77.16792037396839,-1907.5,-1195.1099999999988,2.969359000677258,-20.4575849646671,-17.27436979648472,4.0019091283165,Red,Red,lime,Red,Red
42,,£15-£20,,Red Wine,Price Bracket,3985.0,7961.68,3003.24,6029.960000000001,Sartoria,January,75.36361355081556,75.73728157876228,3976.6800000000003,3026.720000000001,0.3736680279467208,99.79121706398996,100.78182229858423,0.49582021129436293,lime,lime,lime,Red,Red
43,,£20+,,Red Wine,Price Bracket,10917.5,11907.48,8055.969999999999,8672.060000000001,Sartoria,January,73.7895122509732,72.82867575675124,989.9799999999996,616.090000000002,-0.9608364942219652,9.067826883444008,7.647620336222727,-1.3021315155925737,lime,lime,Red,Red,Red
44,,£6-£10,,Sparkling Wine,Price Bracket,2764.16,672.03,2210.52,525.68,Sartoria,January,79.97076869645751,78.22269839144086,-2092.13,-1684.8400000000001,-1.748070305016654,-75.68773153507757,-76.21917015000996,-2.185886585199335,Red,Red,Red,Sparkling,Yellow
45,,£10-£15,,Sparkling Wine,Price Bracket,133.33,233.32999999999998,95.35,171.91,Sartoria,January,71.51428785719642,73.67676681095445,99.99999999999997,76.56,2.1624789537580256,75.00187504687614,80.29365495542739,3.023841834342502,lime,lime,lime,Sparkling,Yellow
46,,£15-£20,,Sparkling Wine,Price Bracket,466.67,3160.0,332.03999999999996,2323.9,Sartoria,January,71.15092035056891,73.54113924050634,2693.33,1991.8600000000001,2.3902188899374295,577.1380204427111,599.8855559571136,3.3593646830716195,lime,lime,lime,Sparkling,Yellow
47,,£20+,,Sparkling Wine,Price Bracket,5219.849999999999,7235.700000000001,3470.7599999999998,4388.610000000001,Sartoria,January,66.49156584959339,60.65218292632365,2015.8500000000013,917.8500000000008,-5.8393829232697385,38.61892583120207,26.445216609618665,-8.782140785312018,lime,lime,Red,Sparkling,Yellow
48,,<£6,,Rose Wine,Price Bracket,25.0,75.0,18.89,57.12,Sartoria,January,75.56,76.16,50.0,38.23,0.5999999999999943,200.0,202.3822128110111,0.7940709370036981,lime,lime,lime,Rose,Pink
49,,£6-£10,,Rose Wine,Price Bracket,25.0,50.0,17.23,34.48,Sartoria,January,68.92,68.96,25.0,17.249999999999996,0.03999999999999204,100.0,100.11607661056294,0.05803830528147423,lime,lime,lime,Rose,Pink
50,,£10-£15,,Rose Wine,Price Bracket,1097.5,229.17,810.52,170.32,Sartoria,January,73.85148063781321,74.32037352183968,-868.33,-640.2,0.46889288402647367,-79.11890660592256,-78.98632976360855,0.6349133151792119,Red,Red,lime,Rose,Pink
51,,£20+,,Rose Wine,Price Bracket,0.0,572.5,0.0,436.9,Sartoria,January,0.0,76.31441048034934,572.5,436.9,76.31441048034934,100.0,100.0,100.0,lime,lime,lime,Rose,Pink
52,,£10-£15,,Fortified Wine,Price Bracket,60.0,199.17,46.63,153.11,Sartoria,January,77.71666666666667,76.87402721293368,139.17,106.48000000000002,-0.8426394537329855,231.94999999999996,228.35084709414542,-1.0842454905421217,lime,lime,Red,Fortified,Orange
53,,£15-£20,,Fortified Wine,Price Bracket,0.0,25.0,0.0,19.83,Sartoria,January,0.0,79.32,25.0,19.83,79.32,100.0,100.0,100.0,lime,lime,lime,Fortified,Orange
54,,<£6,,Sweet Wine,Price Bracket,91.67,25.0,70.72,19.27,Sartoria,January,77.14628558961492,77.08,-66.67,-51.45,-0.06628558961492104,-72.72826442674813,-72.7516968325792,-0.08592194570135481,Red,Red,Red,Sweet,Orange
55,,£6-£10,,Sweet Wine,Price Bracket,0.0,8.33,0.0,6.86,Sartoria,January,0.0,82.3529411764706,8.33,6.86,82.3529411764706,100.0,100.0,100.0,lime,lime,lime,Sweet,Orange
56,,£10-£15,,Sweet Wine,Price Bracket,475.0,241.67,359.70000000000005,189.43,Sartoria,January,75.7263157894737,78.38374643108371,-233.33,-170.27000000000004,2.6574306416100058,-49.12210526315789,-47.33666944676119,3.5092564769662284,Red,Red,lime,Sweet,Orange
57,,£15-£20,,Sweet Wine,Price Bracket,150.0,165.0,104.14,129.74,Sartoria,January,69.42666666666668,78.63030303030304,15.0,25.60000000000001,9.203636363636363,10.0,24.582293067025166,13.25663006093196,lime,lime,lime,Sweet,Orange
58,,£20+,,Sweet Wine,Price Bracket,154.17,254.17,113.7,187.32,Sartoria,January,73.74975676201596,73.69870559074634,100.0,73.61999999999999,-0.05105117126962,64.86346241162354,64.74934036939312,-0.0692221554497565,lime,lime,Red,Sweet,Orange
59,,£20+,,Fine Wine,Price Bracket,1000.0,2920.83,776.69,2094.75,Sartoria,January,77.66900000000001,71.71762820842021,1920.83,1318.06,-5.951371791579803,192.083,169.70219778804926,-7.6624802579919935,lime,lime,Red,Fine Wine,Purple
60,,£6-£10,,Spirits,Price Bracket,460.2300000000001,639.88,357.54999999999995,575.6,Sartoria,January,77.68941616148444,89.9543664437082,179.64999999999992,218.05000000000007,12.26495028222375,39.0348304108815,60.984477695427245,15.787157232241194,lime,lime,lime,Spirits,Grey
61,,£10-£15,,Spirits,Price Bracket,2612.6399999999994,2319.9300000000003,2134.4599999999996,1960.3899999999999,Sartoria,January,81.69744013717926,84.50211859840597,-292.7099999999991,-174.0699999999997,2.8046784612267146,-11.203610141466072,-8.155224272181243,3.433006537924985,Red,Red,lime,Spirits,Grey
62,,£15-£20,,Spirits,Price Bracket,2836.64,1589.6299999999997,2314.04,1295.76,Sartoria,January,81.57679508150488,81.5133081283066,-1247.0100000000002,-1018.28,-0.06348695319827868,-43.960812792599704,-44.00442516118995,-0.07782477006463381,Red,Red,Red,Spirits,Grey
63,,£20+,,Spirits,Price Bracket,6010.08,4799.470000000001,4547.27,3703.2300000000005,Sartoria,January,75.66072331815884,77.1591446555557,-1210.6099999999988,-844.04,1.498421337396863,-20.142993104917053,-18.561466550259823,1.9804480735610894,Red,Red,lime,Spirits,Grey
64,,<£6,,Beer,Price Bracket,1898.69,1970.8400000000001,1440.91,1509.6,Sartoria,January,75.88969236684241,76.59678106797101,72.15000000000009,68.68999999999983,0.7070887011285976,3.7999884130637485,4.767126329888739,0.9317322011408462,lime,lime,lime,Beer,Brown
65,,<£6,,Soft Drinks,Price Bracket,13300.97,12696.98,11648.050000000001,11069.68,Sartoria,January,87.57293640990095,87.18356648588878,-603.9899999999998,-578.3700000000008,-0.38936992401217196,-4.540947013638854,-4.965380471409384,-0.44462357889845755,Red,Red,Red,Soft drinks,Brown
66,,£6-£10,,Soft Drinks,Price Bracket,1.62,0.0,1.31,0.0,Sartoria,January,80.86419753086419,0.0,-1.62,-1.31,-80.86419753086419,-100.0,-100.0,-100.0,Red,Red,Red,Soft drinks,Brown
0,,,Beverage,Summary,Summary,129314.95999999998,143138.42,95538.77000000003,106727.95999999996,Skylon,January,73.8806786159931,74.56276239461073,13823.460000000036,11189.18999999993,0.6820837786176241,10.689760875307883,11.711674747330248,0.9232234887322381,lime,lime,lime,Beverage,Black
1,,,Wine,Summary,Summary,86466.20000000003,95280.73000000001,61960.200000000026,67809.07,Skylon,January,71.65828959755373,71.16766422759355,8814.529999999984,5848.869999999981,-0.4906253699601848,10.194191487540776,9.439720982178848,-0.6846735705186769,lime,lime,Red,Wine,Purple
2,,,Spirits,Summary,Summary,27162.460000000003,30225.759999999984,21661.969999999998,24491.959999999995,Skylon,January,79.749661849479,81.03008824261163,3063.299999999981,2829.989999999998,1.280426393132629,11.277697233608372,13.064324251210754,1.6055571439905658,lime,lime,lime,Spirits,Grey
3,,,Beer,Summary,Summary,5175.17,6091.05,3853.83,4825.530000000001,Skylon,January,74.46769864564835,79.22328662545868,915.8800000000001,971.7000000000007,4.755587979810329,17.6975828813353,25.21387814200421,6.386108428621662,lime,lime,lime,Beer,Brown
4,,,Soft Drinks,Summary,Summary,10511.13,11507.55,8062.7699999999995,9568.08,Skylon,January,76.70697631938717,83.14610842446916,996.4200000000001,1505.3100000000004,6.439132105081995,9.479665839923967,18.66988640380416,8.394454343071986,lime,lime,lime,Soft drinks,Brown
5,White Wine,,,Wine,Category,29145.630000000012,34114.490000000005,22821.489999999998,26613.57999999999,Skylon,January,78.30158414829252,78.01253953965012,4968.859999999993,3792.089999999993,-0.2890446086423992,17.048387699974203,16.616312081288264,-0.36914273419422544,lime,lime,Red,White,Gold
6,Red Wine,,,Wine,Category,28029.230000000003,28387.859999999993,21451.520000000004,21572.04,Skylon,January,76.53267678063223,75.99037053162868,358.6299999999901,120.5199999999968,-0.5423062490035448,1.279485736853956,0.5618249895578344,-0.7085943832305416,lime,lime,Red,Red,Red
7,Sparkling Wine,,,Wine,Category,26430.79,28208.090000000007,15633.740000000002,16223.27,Skylon,January,59.149726512147396,57.5128269939581,1777.3000000000065,589.5299999999988,-1.6368995181892956,6.7243544366248855,3.7708827190422687,-2.7673830712524605,lime,lime,Red,Sparkling,Yellow
8,Rose Wine,,,Wine,Category,1531.9899999999998,2921.39,1132.88,2189.06,Skylon,January,73.94826336986536,74.93213846833186,1389.4,1056.1799999999998,0.9838750984664983,90.69249799280676,93.22964479909609,1.3304911483119928,lime,lime,lime,Rose,Pink
9,Sweet Wine,,,Wine,Category,692.21,1024.25,454.3299999999999,781.0200000000001,Skylon,January,65.6347062307681,76.25286795216013,332.03999999999996,326.69000000000017,10.618161721392028,47.968102165527796,71.9058833887263,16.17766320772297,lime,lime,lime,Sweet,Orange
10,Fortified Wine,,,Wine,Category,636.35,299.65,466.24,239.06,Skylon,January,73.26785573976585,79.77974303353915,-336.70000000000005,-227.18,6.511887293773299,-52.91113381001023,-48.725978037062454,8.887781999383662,Red,Red,lime,Fortified,Orange
11,Fine Wine,,,Wine,Category,0.0,325.0,0.0,191.04,Skylon,January,0.0,58.78153846153846,325.0,191.04,58.78153846153846,100.0,100.0,100.0,lime,lime,lime,Fine Wine,Purple
12,Vodka,,,Spirits,Category,4466.2699999999995,5594.75,3453.0299999999997,4560.88,Skylon,January,77.31350769210101,81.5207113812056,1128.4800000000005,1107.8500000000004,4.207203689104588,25.266721447650966,32.083416593542495,5.4417446765701865,lime,lime,lime,Spirits,Grey
13,Gin,,,Spirits,Category,13290.449999999999,11427.1,10807.59,9174.15,Skylon,January,81.3184655147117,80.2841490841946,-1863.3499999999985,-1633.4400000000005,-1.0343164305171086,-14.020217524613528,-15.113822785653419,-1.271933040017812,Red,Red,Red,Spirits,Grey
14,Whiskey,,,Spirits,Category,3129.5399999999995,2910.5200000000004,2414.38,2374.2000000000003,Skylon,January,77.14807927043591,81.57305223808804,-219.01999999999907,-40.179999999999836,4.424972967652124,-6.998472618979118,-1.6641953627846418,5.735687796115785,Red,Red,lime,Spirits,Grey
15,Rum,,,Spirits,Category,837.01,1368.9999999999998,685.9000000000001,1125.6899999999998,Skylon,January,81.94645225266127,82.22717311906501,531.9899999999998,439.78999999999974,0.2807208664037404,63.55838042556239,64.11867619186465,0.3425662230479585,lime,lime,lime,Spirits,Grey
16,Tequila,,,Spirits,Category,1139.9199999999998,906.3800000000001,874.94,739.7799999999999,Skylon,January,76.7545090883571,81.61918841986801,-233.53999999999974,-135.1600000000002,4.864679331510914,-20.487402624745577,-15.447916428555123,6.337972047884334,Red,Red,lime,Spirits,Grey
17,Liqueurs,,,Spirits,Category,2375.5799999999995,2835.4300000000003,1866.7799999999997,2320.36,Skylon,January,78.5820725885889,81.83450129257291,459.8500000000008,453.5800000000004,3.252428703984009,19.357377987691464,24.297453368902627,4.138894021047114,lime,lime,lime,Spirits,Grey
18,Aperitif/Mart,,,Spirits,Category,1114.87,2416.46,924.4900000000001,1987.4399999999998,Skylon,January,82.92356956416444,82.24592999677213,1301.5900000000001,1062.9499999999998,-0.6776395673923048,116.74814103886555,114.97690618611338,-0.8171857180701347,lime,lime,Red,Spirits,Grey
19,Digestif,,,Spirits,Category,506.32,542.03,397.45,442.31999999999994,Skylon,January,78.49778796018329,81.60433924321532,35.70999999999998,44.86999999999995,3.106551283032033,7.05285195133512,11.289470373631891,3.9575016873186035,lime,lime,lime,Spirits,Grey
20,Other,,,Spirits,Category,302.5,2224.09,237.41000000000003,1767.1399999999999,Skylon,January,78.48264462809918,79.45451847721988,1921.5900000000001,1529.7299999999998,0.9718738491206977,635.2363636363636,644.3410134366706,1.2383296380060278,lime,lime,lime,Spirits,Grey
21,Bottled,,,Beer,Category,4969.34,5713.13,3691.25,4529.8,Skylon,January,74.28048795212241,79.2875359041366,743.79,838.5500000000002,5.00704795201419,14.967581207967253,22.71723670843211,6.740731099183798,lime,lime,lime,Beer,Brown
22,Ale,,,Beer,Category,0.0,210.0,0.0,163.84,Skylon,January,0.0,78.01904761904763,210.0,163.84,78.01904761904763,100.0,100.0,100.0,lime,lime,lime,Beer,Brown
23,Cider Bottled,,,Beer,Category,205.83,167.92,162.58,131.89,Skylon,January,78.98751396783754,78.5433539780848,-37.910000000000025,-30.690000000000026,-0.4441599897527482,-18.418112034202995,-18.8768606224628,-0.5623167098708829,Red,Red,Red,Beer,Brown
24,Water,,,Soft Drinks,Category,4973.25,6884.4,3920.95,6103.64,Skylon,January,78.84079827074851,88.65899715298356,1911.1499999999996,2182.6900000000005,9.818198882235052,38.42859297240235,55.6673765286474,12.453195677342345,lime,lime,lime,Soft drinks,Brown
25,Sodas,,,Soft Drinks,Category,2979.7400000000002,2275.66,1954.7099999999998,1463.66,Skylon,January,65.600018793586,64.31804399602753,-704.0800000000004,-491.0499999999997,-1.281974797558476,-23.62890722009304,-25.121373502974855,-1.9542293144644958,Red,Red,Red,Soft drinks,Brown
26,Juice,,,Soft Drinks,Category,1149.3999999999999,789.1800000000001,1006.55,690.6999999999999,Skylon,January,87.57177657908474,87.5212245622038,-360.2199999999998,-315.85,-0.050552016880942574,-31.339829476248465,-31.379464507476033,-0.05772638041126163,Red,Red,Red,Soft drinks,Brown
27,Syrups,,,Soft Drinks,Category,275.71999999999997,448.3500000000001,236.01000000000002,386.17,Skylon,January,85.59770781952707,86.13137058101928,172.6300000000001,150.16,0.5336627614922094,62.610619469026595,63.62442269395364,0.6234545002272444,lime,lime,lime,Soft drinks,Brown
28,Purees,,,Soft Drinks,Category,106.86,45.260000000000005,79.92,36.870000000000005,Skylon,January,74.78944413250983,81.46266018559434,-61.599999999999994,-43.05,6.673216053084516,-57.6455174995321,-53.86636636636636,8.922671013921564,Red,Red,lime,Soft drinks,Brown
29,Cordials,,,Soft Drinks,Category,48.160000000000004,18.77,37.36,15.54,Skylon,January,77.57475083056478,82.79168886521045,-29.390000000000004,-21.82,5.216938034645665,-61.02574750830565,-58.404710920770874,6.725046460078567,Red,Red,lime,Soft drinks,Brown
30,Fresh Juice,,,Soft Drinks,Category,978.0,1045.93,827.2700000000001,871.5,Skylon,January,84.5879345603272,83.32297572495291,67.93000000000006,44.229999999999905,-1.264958835374287,6.945807770961151,5.346501142311446,-1.495436485060564,lime,lime,Red,Soft drinks,Brown
31,,<£6,,Wine,Price Bracket,22934.180000000004,19235.09,18546.840000000004,15654.570000000002,Skylon,January,80.86986323470035,81.38547831073315,-3699.090000000004,-2892.2700000000023,0.5156150760328018,-16.12915744098984,-15.594408535362367,0.6375861852719903,Red,Red,lime,Wine,Purple
32,,£6-£10,,Wine,Price Bracket,32180.769999999997,34241.3,21206.399999999994,25173.029999999995,Skylon,January,65.89773955066953,73.51657209276516,2060.530000000006,3966.630000000001,7.618832542095632,6.402985385371469,18.70487211407878,11.561599220315326,lime,lime,lime,Wine,Purple
33,,£10-£15,,Wine,Price Bracket,16547.119999999995,20059.389999999992,12237.839999999998,13411.530000000002,Skylon,January,73.95752251751362,66.85911186731006,3512.269999999997,1173.6900000000041,-7.0984106502035615,21.225868912535823,9.590663058186774,-9.597956243764942,lime,lime,Red,Wine,Purple
34,,£15-£20,,Wine,Price Bracket,5561.82,2309.38,3961.37,1708.9899999999998,Skylon,January,71.22434742584262,74.00211312127063,-3252.4399999999996,-2252.38,2.777765695428002,-58.47798022949322,-56.858612045832636,3.900022668961841,Red,Red,lime,Wine,Purple
35,,£20+,,Wine,Price Bracket,9242.31,19435.570000000003,6007.75,11860.950000000003,Skylon,January,65.00268872175896,61.027024162399144,10193.260000000004,5853.200000000003,-3.9756645593598137,110.28909439306844,97.42748949273859,-6.11615401999364,lime,lime,Red,Wine,Purple
36,,<£6,,White Wine,Price Bracket,13070.84,12672.179999999998,10597.7,10371.44,Skylon,January,81.07895131452914,81.84416572365608,-398.6600000000017,-226.26000000000022,0.7652144091269406,-3.049995256617032,-2.1349915547713203,0.9437892285489098,Red,Red,lime,White,Gold
37,,£6-£10,,White Wine,Price Bracket,11039.279999999999,15365.24,8535.79,11839.560000000001,Skylon,January,77.3219811436978,77.05418203685723,4325.960000000001,3303.7700000000004,-0.2677991068405703,39.18697596220045,38.70491190622075,-0.3463427900830468,lime,lime,Red,White,Gold
38,,£10-£15,,White Wine,Price Bracket,2162.9100000000003,2927.51,1653.8600000000001,2260.96,Skylon,January,76.46457781414853,77.23150390604985,764.5999999999999,607.0999999999999,0.7669260919013254,35.3505231378097,36.70806476969029,1.0029821831559478,lime,lime,lime,White,Gold
39,,£15-£20,,White Wine,Price Bracket,2425.9300000000003,1798.3400000000001,1720.96,1350.7199999999998,Skylon,January,70.94021674162073,75.10926743552385,-627.5900000000001,-370.24000000000024,4.169050693903117,-25.870078691470905,-21.51357381926368,5.876850798310471,Red,Red,lime,White,Gold
40,,£20+,,White Wine,Price Bracket,446.66999999999996,1351.22,313.18,790.9,Skylon,January,70.1144021313274,58.532289338523704,904.5500000000001,477.71999999999997,-11.582112792803692,202.50968276356153,152.53847627562422,-16.51887834843101,lime,lime,Red,White,Gold
41,,<£6,,Red Wine,Price Bracket,9863.34,6562.91,7949.139999999999,5283.13,Skylon,January,80.59278094438596,80.49980877385184,-3300.4300000000003,-2666.0099999999993,-0.0929721705341251,-33.46158603475091,-33.538345028518805,-0.11536041993423912,Red,Red,Red,Red,Red
42,,£6-£10,,Red Wine,Price Bracket,10060.55,11828.43,7531.4299999999985,8900.75,Skylon,January,74.8610165448211,75.24878618717784,1767.880000000001,1369.3200000000015,0.38776964235674427,17.57239912330838,18.18140778046137,0.5179860764041018,lime,lime,lime,Red,Red
43,,£10-£15,,Red Wine,Price Bracket,6718.9,7152.92,4950.12,5501.55,Skylon,January,73.67455982378068,76.91334448029616,434.02000000000044,551.4300000000003,3.2387846565154774,6.459688341841677,11.13972994594071,4.396069232394738,lime,lime,lime,Red,Red
44,,£15-£20,,Red Wine,Price Bracket,734.17,331.67,554.99,240.44,Skylon,January,75.59420842584143,72.49374378146953,-402.49999999999994,-314.55,-3.100464644371897,-54.8238146478336,-56.676696877421215,-4.10145791448227,Red,Red,Red,Red,Red
45,,£20+,,Red Wine,Price Bracket,652.27,2511.93,465.84,1646.17,Skylon,January,71.41827770708448,65.53407141122564,1859.6599999999999,1180.3300000000002,-5.884206295858846,285.10586106980236,253.37669586123997,-8.239076164777282,lime,lime,Red,Red,Red
46,,£6-£10,,Sparkling Wine,Price Bracket,9303.41,6666.91,3875.82,4135.53,Skylon,January,41.660208461198636,62.030685879965375,-2636.5,259.7099999999996,20.37047741876674,-28.33907137275472,6.7007755778132,48.89672464730784,Red,lime,lime,Sparkling,Yellow
47,,£10-£15,,Sparkling Wine,Price Bracket,6943.54,6820.42,5107.81,3271.77,Skylon,January,73.56204472070444,47.970212978086394,-123.11999999999989,-1836.0400000000004,-25.59183174261804,-1.7731589362198517,-35.945737997302174,-34.789451326133516,Red,Red,Red,Sparkling,Yellow
48,,£15-£20,,Sparkling Wine,Price Bracket,2226.7200000000003,34.17,1549.42,17.24,Skylon,January,69.58306387870948,50.4536142815335,-2192.55,-1532.18,-19.129449597175984,-98.46545591722354,-98.88732557989441,-27.491531029045525,Red,Red,Red,Sparkling,Yellow
49,,£20+,,Sparkling Wine,Price Bracket,7957.12,14686.589999999998,5100.6900000000005,8798.73,Skylon,January,64.10221286093461,59.90995867658865,6729.469999999998,3698.039999999999,-4.192254184345963,84.57167920051474,72.50077930632912,-6.539952362394684,lime,lime,Red,Sparkling,Yellow
50,,£6-£10,,Rose Wine,Price Bracket,1405.7399999999998,0.0,1039.24,0.0,Skylon,January,73.9283224493861,0.0,-1405.7399999999998,-1039.24,-73.9283224493861,-100.0,-100.0,-100.0,Red,Red,Red,Rose,Pink
51,,£10-£15,,Rose Wine,Price Bracket,126.25,2921.39,93.64,2189.06,Skylon,January,74.17029702970297,74.93213846833186,2795.14,2095.42,0.7618414386288919,2213.9722772277228,2237.740281930799,1.0271516619702863,lime,lime,lime,Rose,Pink
52,,£6-£10,,Fortified Wine,Price Bracket,82.5,62.5,67.98,50.870000000000005,Skylon,January,82.4,81.39200000000001,-20.0,-17.11,-1.0079999999999956,-24.242424242424242,-25.169167402177106,-1.223300970873781,Red,Red,Red,Fortified,Orange
53,,£10-£15,,Fortified Wine,Price Bracket,553.8499999999999,237.14999999999998,398.26,188.19,Skylon,January,71.90755619752642,79.35483870967742,-316.69999999999993,-210.07,7.447282512151006,-57.181547350365626,-52.746949229146786,10.356745390837228,Red,Red,lime,Fortified,Orange
54,,£6-£10,,Sweet Wine,Price Bracket,289.29,318.22,156.14,246.32,Skylon,January,53.97352137993017,77.40556847464018,28.930000000000007,90.18,23.432047094710008,10.000345673891253,57.75586012552838,43.41396761898718,lime,lime,lime,Sweet,Orange
55,,£10-£15,,Sweet Wine,Price Bracket,41.67,0.0,34.15,0.0,Skylon,January,81.95344372450202,0.0,-41.67,-34.15,-81.95344372450202,-100.0,-100.0,-100.0,Red,Red,Red,Sweet,Orange
56,,£15-£20,,Sweet Wine,Price Bracket,175.0,145.2,136.0,100.59,Skylon,January,77.71428571428571,69.27685950413223,-29.80000000000001,-35.41,-8.437426210153475,-17.028571428571436,-26.036764705882348,-10.856982255712193,Red,Red,Red,Sweet,Orange
57,,£20+,,Sweet Wine,Price Bracket,186.25,560.83,128.04,434.11,Skylon,January,68.7463087248322,77.4049177112494,374.58000000000004,306.07000000000005,8.658608986417192,201.11677852348998,239.04248672289916,12.595016586380837,lime,lime,lime,Sweet,Orange
58,,£20+,,Fine Wine,Price Bracket,0.0,325.0,0.0,191.04,Skylon,January,0.0,58.78153846153846,325.0,191.04,58.78153846153846,100.0,100.0,100.0,lime,lime,lime,Fine Wine,Purple
59,,<£6,,Spirits,Price Bracket,0.0,648.23,0.0,534.11,Skylon,January,0.0,82.39513752834642,648.23,534.11,82.39513752834642,100.0,100.0,100.0,lime,lime,lime,Spirits,Grey
60,,£6-£10,,Spirits,Price Bracket,662.6999999999998,1228.2,533.23,1016.7900000000001,Skylon,January,80.46325637543386,82.78700537371763,565.5000000000002,483.56000000000006,2.323748998283776,85.33272974196476,90.68507023235752,2.88796290749331,lime,lime,lime,Spirits,Grey
61,,£10-£15,,Spirits,Price Bracket,7993.939999999999,7510.800000000001,6642.0,6246.69,Skylon,January,83.08793911387878,83.1694360121425,-483.1399999999976,-395.3100000000004,0.08149689826372253,-6.043828199861366,-5.951671183378506,0.09808511215090364,Red,Red,lime,Spirits,Grey
62,,£15-£20,,Spirits,Price Bracket,5459.1900000000005,6560.21,4222.89,5295.5,Skylon,January,77.3537832535596,80.72150129340372,1101.0199999999995,1072.6099999999997,3.367718039844121,20.168193449944027,25.399903857310978,4.353656535201397,lime,lime,lime,Spirits,Grey
63,,£20+,,Spirits,Price Bracket,13046.630000000005,14278.32,10263.849999999999,11398.869999999999,Skylon,January,78.67050724976484,79.83341177393419,1231.689999999995,1135.0200000000004,1.162904524169349,9.44067548478032,11.058423496056554,1.4781962959477741,lime,lime,lime,Spirits,Grey
64,,<£6,,Beer,Price Bracket,5175.17,6091.05,3853.83,4825.530000000001,Skylon,January,74.46769864564835,79.22328662545868,915.8800000000001,971.7000000000007,4.755587979810329,17.6975828813353,25.21387814200421,6.386108428621662,lime,lime,lime,Beer,Brown
65,,<£6,,Soft Drinks,Price Bracket,9908.599999999999,10786.650000000001,7571.869999999999,8955.189999999999,Skylon,January,76.41715277637607,83.02104916725766,878.0500000000029,1383.3199999999997,6.603896390881587,8.861494055668844,18.269199022170216,8.641903225846363,lime,lime,lime,Soft drinks,Brown
66,,£6-£10,,Soft Drinks,Price Bracket,602.53,720.9,490.90000000000003,612.89,Skylon,January,81.47312167029028,85.01733943681509,118.37,121.98999999999995,3.5442177665248096,19.645494830132943,24.850275005092676,4.350168121540422,lime,lime,lime,Soft drinks,Brown
0,,,Beverage,Summary,Summary,85818.91999999997,83944.38000000002,65627.04999999999,64460.22999999998,South Place Chophouse,January,76.47154030836091,76.78921447749089,-1874.53999999995,-1166.820000000007,0.3176741691299725,-2.184296889310598,-1.7779558886160618,0.4154148953309889,Red,Red,lime,Beverage,Black
1,,,Wine,Summary,Summary,39200.61,37525.07,29045.54,28250.01,South Place Chophouse,January,74.09461230322691,75.2830307844862,-1675.5400000000009,-795.5300000000025,1.1884184812592906,-4.274270221815428,-2.738905869885712,1.6039202370015417,Red,Red,lime,Wine,Purple
2,,,Spirits,Summary,Summary,27362.149999999994,23329.29,22185.009999999995,18797.869999999995,South Place Chophouse,January,81.07919151090101,80.57626271523905,-4032.8599999999933,-3387.1399999999994,-0.5029287956619584,-14.738827175496056,-15.267696521209592,-0.6202933037317474,Red,Red,Red,Spirits,Grey
