,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
11885,Sartoria,29.226428571428574,13.880000000000003,,,Spend,-15.346428571428572,-52.508737199696945,Red,Daily,Restaurant,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,13.880000000000003,29.226428571428574,-15.346428571428572,-52.508737199696945,red
11886,Sartoria,-1.94875,-10.379166666666665,,,Spend,-8.430416666666664,432.60637160573003,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,-10.379166666666665,-1.94875,-8.430416666666664,432.60637160573003,red
11887,Sartoria,43.31196428571428,34.06916666666667,,,Spend,-9.242797619047614,-21.340056428925795,Red,Daily,Restaurant,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,34.06916666666667,43.31196428571428,-9.242797619047614,-21.340056428925795,red
11888,Sartoria,46.065892857142856,33.82083333333334,,,Spend,-12.245059523809516,-26.58161768791339,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,33.82083333333334,46.065892857142856,-12.245059523809516,-26.58161768791339,red
11889,Sartoria,24.52375,3.749166666666667,,,Spend,-20.774583333333332,-84.71209881577381,Red,Daily,Restaurant,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,3.749166666666667,24.52375,-20.774583333333332,-84.71209881577381,red
11890,Sartoria,75.15852941176472,58.278863636363646,,,Spend,-16.879665775401072,-22.458749402777517,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,58.278863636363646,75.15852941176472,-16.879665775401072,-22.458749402777517,red
11891,Sartoria,34.48558823529412,22.57659090909091,,,Spend,-11.908997326203206,-34.533258487425186,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,22.57659090909091,34.48558823529412,-11.908997326203206,-34.533258487425186,red
11892,Sartoria,-3.1876470588235293,0.0,,,Spend,3.1876470588235293,-100.0,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,0.0,-3.1876470588235293,3.1876470588235293,-100.0,limegreen
11893,Sartoria,43.86058823529412,35.70227272727273,,,Spend,-8.158315508021388,-18.600561087451364,Red,Daily,Restaurant,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,35.70227272727273,43.86058823529412,-8.158315508021388,-18.600561087451364,red
11894,Sartoria,44.64382352941176,39.92659090909091,,,Spend,-4.71723262032085,-10.566372338635139,Red,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,39.92659090909091,44.64382352941176,-4.71723262032085,-10.566372338635139,red
11895,Sartoria,30.514705882352942,18.352272727272727,,,Spend,-12.162433155080215,-39.85761226725082,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,18.352272727272727,30.514705882352942,-12.162433155080215,-39.85761226725082,red
11896,Sartoria,78.6285294117647,40.97390243902439,,,Spend,-37.65462697274031,-47.889267743453786,Red,Daily,Restaurant,Total,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,40.97390243902439,78.6285294117647,-37.65462697274031,-47.889267743453786,red
11897,Sartoria,29.191764705882353,14.735853658536588,,,Spend,-14.455911047345765,-49.52051098312941,Red,Daily,Restaurant,Beverage,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,14.735853658536588,29.191764705882353,-14.455911047345765,-49.52051098312941,red
11898,Sartoria,0.0,-1.1414634146341462,,,Spend,-1.1414634146341462,-inf,Red,Daily,Restaurant,Discounts,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,-1.1414634146341462,0.0,-1.1414634146341462,-inf,red
11899,Sartoria,49.436764705882354,27.379512195121954,,,Spend,-22.0572525107604,-44.6171035705657,Red,Daily,Restaurant,Food,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,27.379512195121954,49.436764705882354,-22.0572525107604,-44.6171035705657,red
11900,Sartoria,55.68735294117647,30.50609756097561,,,Spend,-25.18125538020086,-45.21898429397472,Red,Daily,Restaurant,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,30.50609756097561,55.68735294117647,-25.18125538020086,-45.21898429397472,red
11901,Sartoria,22.941176470588236,10.467804878048781,,,Spend,-12.473371592539454,-54.37110694183864,Red,Daily,Restaurant,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,10.467804878048781,22.941176470588236,-12.473371592539454,-54.37110694183864,red
11902,Sartoria,71.3829411764706,69.023,,,Spend,-2.359941176470599,-3.3060296165668337,Red,Daily,Restaurant,Total,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,69.023,71.3829411764706,-2.359941176470599,-3.3060296165668337,red
11903,Sartoria,33.21156862745098,33.703,,,Spend,0.49143137254902314,1.4796993724133558,lime,Daily,Restaurant,Beverage,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,33.703,33.21156862745098,0.49143137254902314,1.4796993724133558,limegreen
11904,Sartoria,0.0,-2.7165,,,Spend,-2.7165,-inf,Red,Daily,Restaurant,Discounts,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,-2.7165,0.0,-2.7165,-inf,red
11905,Sartoria,38.17137254901961,38.0365,,,Spend,-0.13487254901961165,-0.35333429220133117,Red,Daily,Restaurant,Food,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,38.0365,38.17137254901961,-0.13487254901961165,-0.35333429220133117,red
11906,Sartoria,42.02000000000001,39.62774999999999,,,Spend,-2.3922500000000184,-5.693122322703517,Red,Daily,Restaurant,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,39.62774999999999,42.02000000000001,-2.3922500000000184,-5.693122322703517,red
11907,Sartoria,29.36294117647059,29.395249999999997,,,Spend,0.03230882352940867,0.1100326542059714,lime,Daily,Restaurant,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,29.395249999999997,29.36294117647059,0.03230882352940867,0.1100326542059714,limegreen
11908,Skylon,14.612307692307695,19.759999999999998,,,Spend,5.147692307692303,35.228469151400255,lime,Daily,Bar,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,19.759999999999998,14.612307692307695,5.147692307692303,35.228469151400255,lime
11909,Skylon,14.365384615384617,17.669999999999998,,,Spend,3.3046153846153814,23.004016064257005,lime,Daily,Bar,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,17.669999999999998,14.365384615384617,3.3046153846153814,23.004016064257005,lime
11910,Skylon,0.0,-1.612,,,Spend,-1.612,-inf,Red,Daily,Bar,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,-1.612,0.0,-1.612,-inf,salmon
11911,Skylon,0.2469230769230769,3.7019999999999995,,,Spend,3.4550769230769225,1399.252336448598,lime,Daily,Bar,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,3.7019999999999995,0.2469230769230769,3.4550769230769225,1399.252336448598,lime
11912,Skylon,4.805384615384615,14.174000000000001,,,Spend,9.368615384615385,194.96078117496398,lime,Daily,Bar,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,14.174000000000001,4.805384615384615,9.368615384615385,194.96078117496398,lime
11913,Skylon,9.806923076923077,5.586,,,Spend,-4.220923076923077,-43.04023845007451,Red,Daily,Bar,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,5.586,9.806923076923077,-4.220923076923077,-43.04023845007451,salmon
11914,Skylon,16.686,13.361666666666666,,,Spend,-3.3243333333333336,-19.922889448240046,Red,Daily,Bar,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon,1.0,13.361666666666666,16.686,-3.3243333333333336,-19.922889448240046,salmon
11915,Skylon,13.402000000000001,9.583333333333334,,,Spend,-3.818666666666667,-28.49325971248072,Red,Daily,Bar,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon,1.0,9.583333333333334,13.402000000000001,-3.818666666666667,-28.49325971248072,salmon
11916,Skylon,3.2840000000000003,3.7783333333333338,,,Spend,0.4943333333333335,15.05278116118555,lime,Daily,Bar,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,3.7783333333333338,3.2840000000000003,0.4943333333333335,15.05278116118555,lime
11917,Skylon,10.186,10.721666666666666,,,Spend,0.5356666666666658,5.25885201911119,lime,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,10.721666666666666,10.186,0.5356666666666658,5.25885201911119,lime
11918,Skylon,6.5,2.64,,,Spend,-3.86,-59.38461538461538,Red,Daily,Bar,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon,1.0,2.64,6.5,-3.86,-59.38461538461538,salmon
11919,Skylon,15.17125,17.5925,,,Spend,2.4212500000000006,15.959462799703388,lime,Daily,Bar,Total,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,17.5925,15.17125,2.4212500000000006,15.959462799703388,lime
11920,Skylon,13.351875000000001,11.73875,,,Spend,-1.613125000000002,-12.081636474277971,Red,Daily,Bar,Beverage,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,salmon,1.0,11.73875,13.351875000000001,-1.613125000000002,-12.081636474277971,salmon
11921,Skylon,-0.96875,-3.0725,,,Spend,-2.10375,217.1612903225806,Red,Daily,Bar,Discounts,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,salmon,1.0,-3.0725,-0.96875,-2.10375,217.1612903225806,salmon
11922,Skylon,2.788125,8.92625,,,Spend,6.138125,220.15243219009187,lime,Daily,Bar,Food,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,8.92625,2.788125,6.138125,220.15243219009187,lime
11923,Skylon,6.004375,9.26,,,Spend,3.255625,54.22088060789009,lime,Daily,Bar,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,9.26,6.004375,3.255625,54.22088060789009,lime
11924,Skylon,9.166875000000001,8.3325,,,Spend,-0.8343750000000014,-9.102065862139511,Red,Daily,Bar,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,salmon,1.0,8.3325,9.166875000000001,-0.8343750000000014,-9.102065862139511,salmon
11925,Skylon,11.314411764705882,13.120909090909093,,,Spend,1.8064973262032105,15.966338893890967,lime,Daily,Bar,Total,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,13.120909090909093,11.314411764705882,1.8064973262032105,15.966338893890967,lime
11926,Skylon,11.314411764705882,12.185454545454546,,,Spend,0.8710427807486631,7.698524668032585,lime,Daily,Bar,Beverage,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,12.185454545454546,11.314411764705882,0.8710427807486631,7.698524668032585,lime
11927,Skylon,0.0,0.9354545454545454,,,Spend,0.9354545454545454,100.0,lime,Daily,Bar,Food,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,0.9354545454545454,0.0,0.9354545454545454,100.0,lime
11928,Skylon,11.106029411764707,6.492727272727273,,,Spend,-4.613302139037434,-41.53871710577793,Red,Daily,Bar,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,salmon,1.0,6.492727272727273,11.106029411764707,-4.613302139037434,-41.53871710577793,salmon
11929,Skylon,0.20838235294117646,6.628181818181818,,,Spend,6.419799465240642,3080.77885417335,lime,Daily,Bar,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,6.628181818181818,0.20838235294117646,6.419799465240642,3080.77885417335,lime
11930,Skylon,19.18535714285714,12.337500000000002,,,Spend,-6.847857142857137,-35.69314395279136,Red,Daily,Bar,Total,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,12.337500000000002,19.18535714285714,-6.847857142857137,-35.69314395279136,salmon
11931,Skylon,18.142500000000002,9.891428571428571,,,Spend,-8.25107142857143,-45.47924171735664,Red,Daily,Bar,Beverage,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,9.891428571428571,18.142500000000002,-8.25107142857143,-45.47924171735664,salmon
11932,Skylon,0.0,-0.16535714285714284,,,Spend,-0.16535714285714284,-inf,Red,Daily,Bar,Discounts,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,-0.16535714285714284,0.0,-0.16535714285714284,-inf,salmon
11933,Skylon,1.042857142857143,2.6114285714285717,,,Spend,1.5685714285714287,150.4109589041096,lime,Daily,Bar,Food,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,2.6114285714285717,1.042857142857143,1.5685714285714287,150.4109589041096,lime
11934,Skylon,12.652500000000002,8.952142857142858,,,Spend,-3.7003571428571433,-29.246055268580463,Red,Daily,Bar,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,8.952142857142858,12.652500000000002,-3.7003571428571433,-29.246055268580463,salmon
11935,Skylon,6.532857142857144,3.3853571428571425,,,Spend,-3.1475000000000013,-48.179532035862685,Red,Daily,Bar,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,3.3853571428571425,6.532857142857144,-3.1475000000000013,-48.179532035862685,salmon
11936,Skylon,16.421384615384614,18.156166666666664,,,Spend,1.7347820512820498,10.564164301083318,lime,Daily,Bar,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,18.156166666666664,16.421384615384614,1.7347820512820498,10.564164301083318,limegreen
11937,Skylon,15.76046153846154,15.73316666666667,,,Spend,-0.027294871794870446,-0.17318573906138818,Red,Daily,Bar,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,15.73316666666667,15.76046153846154,-0.027294871794870446,-0.17318573906138818,red
11938,Skylon,-0.5633846153846155,-0.24966666666666668,,,Spend,0.3137179487179488,-55.6845075550701,lime,Daily,Bar,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,-0.24966666666666668,-0.5633846153846155,0.3137179487179488,-55.6845075550701,limegreen
11939,Skylon,1.2243076923076923,2.6726666666666667,,,Spend,1.4483589743589744,118.30024294211276,lime,Daily,Bar,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,2.6726666666666667,1.2243076923076923,1.4483589743589744,118.30024294211276,limegreen
11940,Skylon,7.492153846153847,13.524833333333335,,,Spend,6.032679487179489,80.51996276446471,lime,Daily,Bar,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,13.524833333333335,7.492153846153847,6.032679487179489,80.51996276446471,limegreen
11941,Skylon,8.929230769230768,4.631333333333333,,,Spend,-4.297897435897435,-48.13289685274523,Red,Daily,Bar,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red,1.0,4.631333333333333,8.929230769230768,-4.297897435897435,-48.13289685274523,red
11942,Skylon,29.64509433962264,0.0,,,Spend,-29.64509433962264,-100.0,Red,Daily,Bar,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,29.64509433962264,-29.64509433962264,-100.0,red
11943,Skylon,26.85018867924528,0.0,,,Spend,-26.85018867924528,-100.0,Red,Daily,Bar,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,26.85018867924528,-26.85018867924528,-100.0,red
11944,Skylon,-1.5558490566037737,0.0,,,Spend,1.5558490566037737,-100.0,lime,Daily,Bar,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,0.0,-1.5558490566037737,1.5558490566037737,-100.0,limegreen
11945,Skylon,4.350754716981132,0.0,,,Spend,-4.350754716981132,-100.0,Red,Daily,Bar,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,4.350754716981132,-4.350754716981132,-100.0,red
11946,Skylon,20.06245283018868,0.0,,,Spend,-20.06245283018868,-100.0,Red,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,20.06245283018868,-20.06245283018868,-100.0,red
11947,Skylon,9.582641509433962,0.0,,,Spend,-9.582641509433962,-100.0,Red,Daily,Bar,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,9.582641509433962,-9.582641509433962,-100.0,red
11948,Skylon,12.848333333333334,26.667727272727273,,,Spend,13.819393939393938,107.55787214471869,lime,Daily,Bar,Total,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,26.667727272727273,12.848333333333334,13.819393939393938,107.55787214471869,limegreen
11949,Skylon,12.848333333333334,24.743181818181817,,,Spend,11.894848484848483,92.57892192124905,lime,Daily,Bar,Beverage,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,24.743181818181817,12.848333333333334,11.894848484848483,92.57892192124905,limegreen
11950,Skylon,0.0,-0.26636363636363636,,,Spend,-0.26636363636363636,-inf,Red,Daily,Bar,Discounts,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,-0.26636363636363636,0.0,-0.26636363636363636,-inf,red
11951,Skylon,0.0,2.190909090909091,,,Spend,2.190909090909091,100.0,lime,Daily,Bar,Food,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,2.190909090909091,0.0,2.190909090909091,100.0,limegreen
11952,Skylon,12.848333333333334,13.334696969696973,,,Spend,0.4863636363636381,3.785421997900932,lime,Daily,Bar,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,13.334696969696973,12.848333333333334,0.4863636363636381,3.785421997900932,limegreen
11953,Skylon,0.0,13.333030303030304,,,Spend,13.333030303030304,100.0,lime,Daily,Bar,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,13.333030303030304,0.0,13.333030303030304,100.0,limegreen
11954,Skylon,17.819032258064517,28.248426966292136,,,Spend,10.429394708227619,58.529523697940974,lime,Daily,Bar,Total,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,28.248426966292136,17.819032258064517,10.429394708227619,58.529523697940974,limegreen
11955,Skylon,17.78451612903226,27.2914606741573,,,Spend,9.506944545125041,53.456301403699534,lime,Daily,Bar,Beverage,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,27.2914606741573,17.78451612903226,9.506944545125041,53.456301403699534,limegreen
11956,Skylon,0.0,-0.4071910112359551,,,Spend,-0.4071910112359551,-inf,Red,Daily,Bar,Discounts,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,-0.4071910112359551,0.0,-0.4071910112359551,-inf,red
11957,Skylon,0.034516129032258064,1.3641573033707866,,,Spend,1.3296411743385286,3852.2314396723727,lime,Daily,Bar,Food,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,1.3641573033707866,0.034516129032258064,1.3296411743385286,3852.2314396723727,limegreen
11958,Skylon,12.140698924731183,12.611460674157303,,,Spend,0.4707617494261207,3.877550644692758,lime,Daily,Bar,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,12.611460674157303,12.140698924731183,0.4707617494261207,3.877550644692758,limegreen
11959,Skylon,5.678333333333334,15.63696629213483,,,Spend,9.958632958801495,175.37950617202515,lime,Daily,Bar,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,15.63696629213483,5.678333333333334,9.958632958801495,175.37950617202515,limegreen
11960,Skylon,43.60181818181818,14.039473684210526,,,Spend,-29.562344497607654,-67.80071503975735,Red,Daily,Bar,Total,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,14.039473684210526,43.60181818181818,-29.562344497607654,-67.80071503975735,red
11961,Skylon,40.75818181818182,12.146052631578947,,,Spend,-28.61212918660287,-70.19971919807102,Red,Daily,Bar,Beverage,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,12.146052631578947,40.75818181818182,-28.61212918660287,-70.19971919807102,red
11962,Skylon,0.0,-0.1863157894736842,,,Spend,-0.1863157894736842,-inf,Red,Daily,Bar,Discounts,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,-0.1863157894736842,0.0,-0.1863157894736842,-inf,red
11963,Skylon,2.8436363636363637,2.0797368421052633,,,Spend,-0.7638995215311004,-26.863474222641,Red,Daily,Bar,Food,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,2.0797368421052633,2.8436363636363637,-0.7638995215311004,-26.863474222641,red
11964,Skylon,16.89727272727273,9.653684210526315,,,Spend,-7.243588516746414,-42.86838848884196,Red,Daily,Bar,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,9.653684210526315,16.89727272727273,-7.243588516746414,-42.86838848884196,red
11965,Skylon,26.704545454545453,4.38578947368421,,,Spend,-22.318755980861244,-83.57661814109743,Red,Daily,Bar,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,4.38578947368421,26.704545454545453,-22.318755980861244,-83.57661814109743,red
11966,Skylon,0.0,23.34625,,,Spend,23.34625,100.0,lime,Daily,Events & Ex Hires,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,23.34625,0.0,23.34625,100.0,lime
11967,Skylon,0.0,23.34625,,,Spend,23.34625,100.0,lime,Daily,Events & Ex Hires,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,23.34625,0.0,23.34625,100.0,lime
11968,Skylon,0.0,23.34625,,,Spend,23.34625,100.0,lime,Daily,Events & Ex Hires,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,23.34625,0.0,23.34625,100.0,lime
11969,Skylon,0.0,0.019999999999999574,,,Spend,0.019999999999999574,100.0,lime,Daily,Events & Ex Hires,Total,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,0.019999999999999574,0.0,0.019999999999999574,100.0,lime
11970,Skylon,0.0,6.42,,,Spend,6.42,100.0,lime,Daily,Events & Ex Hires,Beverage,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,6.42,0.0,6.42,100.0,lime
11971,Skylon,0.0,-6.4,,,Spend,-6.4,-inf,Red,Daily,Events & Ex Hires,Discounts,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,salmon,1.0,-6.4,0.0,-6.4,-inf,salmon
11972,Skylon,0.0,0.019999999999999574,,,Spend,0.019999999999999574,100.0,lime,Daily,Events & Ex Hires,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,0.019999999999999574,0.0,0.019999999999999574,100.0,lime
11973,Skylon,0.0,1.93,,,Spend,1.93,100.0,lime,Daily,Events & Ex Hires,Total,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,1.93,0.0,1.93,100.0,lime
11974,Skylon,0.0,3.21,,,Spend,3.21,100.0,lime,Daily,Events & Ex Hires,Beverage,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,3.21,0.0,3.21,100.0,lime
11975,Skylon,0.0,-1.28,,,Spend,-1.28,-inf,Red,Daily,Events & Ex Hires,Discounts,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,-1.28,0.0,-1.28,-inf,salmon
11976,Skylon,0.0,1.93,,,Spend,1.93,100.0,lime,Daily,Events & Ex Hires,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,1.93,0.0,1.93,100.0,lime
11977,Skylon,0.0,77.58692307692309,,,Spend,77.58692307692309,100.0,lime,Daily,Events & Ex Hires,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,77.58692307692309,0.0,77.58692307692309,100.0,limegreen
11978,Skylon,0.0,27.853846153846156,,,Spend,27.853846153846156,100.0,lime,Daily,Events & Ex Hires,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,27.853846153846156,0.0,27.853846153846156,100.0,limegreen
11979,Skylon,0.0,49.73307692307693,,,Spend,49.73307692307693,100.0,lime,Daily,Events & Ex Hires,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,49.73307692307693,0.0,49.73307692307693,100.0,limegreen
11980,Skylon,0.0,55.21461538461539,,,Spend,55.21461538461539,100.0,lime,Daily,Events & Ex Hires,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,55.21461538461539,0.0,55.21461538461539,100.0,limegreen
11981,Skylon,0.0,22.372307692307693,,,Spend,22.372307692307693,100.0,lime,Daily,Events & Ex Hires,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,22.372307692307693,0.0,22.372307692307693,100.0,limegreen
11982,Skylon,0.0,102.53460869565217,,,Spend,102.53460869565217,100.0,lime,Daily,Events & Ex Hires,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,102.53460869565217,0.0,102.53460869565217,100.0,limegreen
